claim_id,claim_type,severity,arrival_date,arrival_day,due_date,due_day,sla_days,onsite,online,lat,lon,cluster_id,completed,completion_day,days_to_complete,completed_on_time,total_workdays,n_adjusters_used,total_effective_progress
56067446,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,35.0742,-78.965,9,False,,,False,,,
14912519,personal,2,2023-12-11,3,2024-01-08,31,28,True,False,35.6813,-78.5975,9,True,31.0,29.0,True,1.0,1.0,2.5
98832561,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.0578,-78.2586,9,True,22.0,20.0,True,1.0,1.0,2.0
58445260,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,35.8344,-78.8466,9,True,9.0,7.0,True,8.0,3.0,1.0
95400612,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,35.6813,-78.5975,9,True,9.0,7.0,True,8.0,3.0,1.0
88517106,personal,2,2023-12-11,3,2024-01-08,31,28,True,False,35.9843,-77.9595,9,True,31.0,29.0,True,1.0,1.0,2.5
91460140,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,35.7299,-78.7735,9,True,22.0,20.0,True,1.0,1.0,2.0
87062115,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,35.8077,-78.6463,9,True,17.0,15.0,True,2.0,2.0,1.5003750937734435
54827899,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,35.5068,-78.3479,9,True,25.0,22.0,True,1.0,1.0,2.0
84530048,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,35.8072,-78.887,9,True,21.0,18.0,True,1.0,1.0,2.0
22163654,personal,3,2023-12-12,4,2024-01-02,25,21,False,True,35.6813,-78.5975,9,True,25.0,22.0,True,1.0,1.0,2.0
12868813,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,35.0914,-79.7524,3,True,11.0,8.0,True,10.0,4.0,1.1
91214143,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,35.6813,-78.5975,9,True,20.0,17.0,True,1.0,1.0,2.0
37474965,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,35.2276,-78.8004,9,True,14.0,11.0,True,2.0,2.0,1.5003750937734435
44218312,personal,3,2023-12-13,5,2024-01-03,26,21,True,False,35.9182,-79.0035,9,True,25.0,21.0,True,1.0,1.0,2.0
20604531,personal,3,2023-12-14,6,2024-01-04,27,21,False,True,35.58,-78.7908,9,True,27.0,22.0,True,1.0,1.0,2.0
26561557,personal,3,2023-12-14,6,2024-01-04,27,21,False,True,35.8673,-78.5381,9,True,26.0,21.0,True,1.0,1.0,2.0
61111300,personal,3,2023-12-16,8,2024-01-06,29,21,True,False,35.7667,-78.6008,9,True,29.0,22.0,True,1.0,1.0,2.0
49066894,personal,2,2023-12-21,13,2024-01-18,41,28,True,False,35.6813,-78.5975,9,True,23.0,11.0,True,1.0,1.0,2.5
18407150,personal,3,2023-12-29,21,2024-01-19,42,21,True,False,35.9457,-78.6433,9,True,33.0,13.0,True,1.0,1.0,2.0
72040199,personal,4,2023-12-30,22,2024-01-13,36,14,True,False,35.4897,-78.7249,9,True,24.0,3.0,True,2.0,2.0,1.5003750937734435
85902201,personal,4,2023-12-13,5,2023-12-27,19,14,True,False,35.7667,-78.6008,9,True,18.0,14.0,True,2.0,1.0,1.5003750937734435
96832037,personal,4,2023-12-14,6,2023-12-28,20,14,True,False,35.7789,-78.4898,9,True,18.0,13.0,True,2.0,2.0,1.5003750937734435
70104926,personal,3,2023-12-28,20,2024-01-18,41,21,False,True,36.3539,-78.1594,9,True,38.0,19.0,True,1.0,1.0,2.0
24031181,personal,4,2023-12-30,22,2024-01-13,36,14,True,False,35.6813,-78.5975,9,True,33.0,12.0,True,2.0,2.0,1.5003750937734435
33147205,personal,2,2023-12-11,3,2024-01-08,31,28,False,True,35.8673,-78.5381,9,True,31.0,29.0,True,1.0,1.0,2.5
92071903,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,35.8231,-80.262,3,True,10.0,8.0,True,8.0,4.0,1.0
41299502,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,36.092,-80.3224,3,True,15.0,13.0,True,2.0,2.0,1.5003750937734435
81613075,personal,3,2023-12-11,3,2024-01-01,24,21,False,True,36.0065,-80.4463,3,True,14.0,12.0,True,1.0,1.0,2.0
38244579,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,36.1824,-79.806,9,False,,,False,,,
74544121,personal,2,2023-12-12,4,2024-01-09,32,28,False,True,35.7354,-79.4566,9,True,26.0,23.0,True,1.0,1.0,2.5
51693506,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,36.0671,-80.3025,3,True,16.0,13.0,True,2.0,2.0,1.5003750937734435
58994033,personal,3,2023-12-13,5,2024-01-03,26,21,True,False,36.0756,-79.0914,9,True,25.0,21.0,True,1.0,1.0,2.0
54214608,personal,5,2023-12-17,9,2023-12-24,16,7,True,False,36.1824,-79.806,9,True,16.0,8.0,True,10.0,3.0,1.0
88548885,personal,3,2023-12-22,14,2024-01-12,35,21,True,False,36.0671,-80.3025,3,True,34.0,21.0,True,1.0,1.0,2.0
89592983,personal,3,2023-12-26,18,2024-01-16,39,21,False,True,36.092,-80.3224,3,True,38.0,21.0,True,1.0,1.0,2.0
90268490,personal,3,2023-12-30,22,2024-01-20,43,21,True,False,35.6187,-80.4022,3,True,35.0,14.0,True,1.0,1.0,2.0
72904514,personal,4,2023-12-13,5,2023-12-27,19,14,True,False,36.1277,-80.653,3,True,19.0,15.0,True,2.0,2.0,1.5003750937734435
89683809,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.1029,-79.5067,9,True,24.0,22.0,True,1.0,1.0,2.0
64404919,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,35.2157,-82.2394,23,True,17.0,15.0,True,8.0,1.0,1.0
27711633,personal,2,2023-12-11,3,2024-01-08,31,28,False,True,35.8684,-80.315,3,True,31.0,29.0,True,1.0,1.0,2.5
42511533,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,35.6396,-79.8509,3,True,9.0,7.0,True,7.0,4.0,1.0
53136113,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,36.0334,-79.8626,9,True,20.0,17.0,True,1.0,1.0,2.0
33042420,personal,1,2023-12-13,5,2024-01-10,33,28,False,True,35.852,-78.6841,9,True,33.0,29.0,True,1.0,1.0,3.003003003003003
58097723,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,37.7284,-77.5544,2,True,8.0,7.0,True,6.0,6.0,1.0
46571947,personal,4,2023-12-10,2,2023-12-24,16,14,True,False,37.2333,-77.2747,2,True,14.0,13.0,True,1.0,1.0,1.0
45640997,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,38.2688,-77.5476,7,True,9.0,8.0,True,6.0,5.0,1.0
14182432,personal,3,2023-12-10,2,2023-12-31,23,21,True,False,37.4782,-77.5854,2,True,21.0,20.0,True,1.0,1.0,2.0
31417627,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,37.4373,-77.4788,2,True,14.0,12.0,True,2.0,2.0,1.5003750937734435
45067916,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,37.5498,-77.4588,2,True,6.0,4.0,True,4.0,2.0,1.0
57838340,personal,2,2023-12-11,3,2024-01-08,31,28,False,True,37.3923,-77.5668,2,True,27.0,25.0,True,1.0,1.0,2.5
50933551,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,37.52,-77.4369,2,True,10.0,8.0,True,4.0,2.0,1.0
30618787,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,37.5157,-77.2758,2,True,23.0,21.0,True,1.0,1.0,2.0
58094481,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,37.6628,-77.534,2,True,13.0,11.0,True,2.0,2.0,1.5003750937734435
12024718,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,37.6247,-77.4351,2,True,9.0,7.0,True,7.0,6.0,1.0
93417103,personal,2,2023-12-11,3,2024-01-08,31,28,True,False,37.4638,-77.398,2,True,29.0,27.0,True,1.0,1.0,2.5
78896470,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,37.546,-77.3278,2,True,20.0,18.0,True,1.0,1.0,2.0
50341364,personal,2,2023-12-11,3,2024-01-08,31,28,False,True,37.5477,-77.3948,2,True,31.0,29.0,True,1.0,1.0,2.5
85351662,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,37.5748,-77.4267,2,True,17.0,15.0,True,1.0,1.0,1.0
69805960,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,37.4638,-77.398,2,True,10.0,8.0,True,6.0,5.0,1.0
92417394,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,37.6628,-77.534,2,True,17.0,15.0,True,1.0,1.0,1.0
84187455,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,37.5157,-77.2758,2,True,15.0,13.0,True,2.0,2.0,1.5003750937734435
99067980,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,37.2876,-77.295,2,True,9.0,7.0,True,8.0,6.0,1.125
75078387,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,37.546,-77.3278,2,True,24.0,22.0,True,1.0,1.0,2.0
13213973,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,37.6247,-77.4351,2,True,16.0,14.0,True,1.0,1.0,1.0
95900829,personal,2,2023-12-11,3,2024-01-08,31,28,False,True,36.8191,-77.4832,2,True,31.0,29.0,True,1.0,1.0,2.5
30478428,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,37.5477,-77.3948,2,True,18.0,15.0,True,2.0,2.0,1.5003750937734435
34480676,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,37.1819,-77.3854,2,True,16.0,13.0,True,2.0,2.0,1.5003750937734435
72070529,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,37.5748,-77.4267,2,True,11.0,8.0,True,6.0,6.0,1.0
60942014,personal,2,2023-12-12,4,2024-01-09,32,28,False,True,37.431,-77.6545,2,True,25.0,22.0,True,1.0,1.0,2.5
47468387,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,37.3923,-77.5668,2,True,11.0,8.0,True,5.0,4.0,1.0
37884703,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,37.5109,-77.6429,2,True,18.0,15.0,True,2.0,2.0,1.5003750937734435
23258833,personal,4,2023-12-13,5,2023-12-27,19,14,True,False,37.2333,-77.2747,2,True,19.0,15.0,True,2.0,2.0,1.5003750937734435
85510849,personal,3,2023-12-13,5,2024-01-03,26,21,True,False,37.3923,-77.5668,2,True,24.0,20.0,True,1.0,1.0,2.0
91153989,personal,3,2023-12-13,5,2024-01-03,26,21,True,False,38.2688,-77.5476,7,True,25.0,21.0,True,1.0,1.0,2.0
30871913,personal,4,2023-12-13,5,2023-12-27,19,14,True,False,37.4373,-77.4788,2,True,19.0,15.0,True,1.0,1.0,1.0
50924711,personal,5,2023-12-14,6,2023-12-21,13,7,True,False,37.7284,-77.5544,2,True,13.0,8.0,True,6.0,5.0,1.0
63571597,personal,4,2023-12-14,6,2023-12-28,20,14,True,False,37.6281,-77.3395,2,True,20.0,15.0,True,2.0,2.0,1.5003750937734435
49025991,personal,5,2023-12-16,8,2023-12-23,15,7,True,False,37.1819,-77.3854,2,True,15.0,8.0,True,6.0,5.0,1.0
35027658,personal,2,2023-12-18,10,2024-01-15,38,28,False,True,37.5825,-77.5197,2,True,35.0,26.0,True,1.0,1.0,2.5
59183717,personal,5,2023-12-20,12,2023-12-27,19,7,True,False,37.3475,-77.3386,2,True,19.0,8.0,True,5.0,4.0,1.0
62556373,personal,5,2023-12-21,13,2023-12-28,20,7,True,False,37.4638,-77.398,2,True,20.0,8.0,True,4.0,2.0,1.0
39643871,personal,3,2023-12-22,14,2024-01-12,35,21,True,False,36.9361,-77.4443,2,True,34.0,21.0,True,1.0,1.0,2.0
77941716,personal,4,2023-12-27,19,2024-01-10,33,14,True,False,37.3923,-77.5668,2,True,25.0,7.0,True,2.0,2.0,1.5003750937734435
52201538,personal,3,2023-12-29,21,2024-01-19,42,21,True,False,37.4638,-77.398,2,True,42.0,22.0,True,1.0,1.0,2.0
19300824,personal,4,2023-12-18,10,2024-01-01,24,14,True,False,38.2995,-77.4772,7,True,23.0,14.0,True,1.0,1.0,1.0
23030615,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,37.5158,-77.5047,2,True,8.0,7.0,True,7.0,5.0,1.0
18073606,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,37.5748,-77.4267,2,True,17.0,15.0,True,2.0,2.0,1.5003750937734435
87179753,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,37.4373,-77.4788,2,True,11.0,8.0,True,8.0,5.0,1.0
54327101,business,4,2023-12-15,7,2023-12-29,21,14,True,False,38.806,-77.0529,7,True,21.0,15.0,True,2.0,2.0,1.5003750937734435
84465955,personal,3,2023-12-10,2,2023-12-31,23,21,True,False,39.0142,-77.5285,7,True,23.0,22.0,True,1.0,1.0,2.0
84044230,personal,3,2023-12-10,2,2023-12-31,23,21,True,False,38.928,-77.2649,7,True,21.0,20.0,True,1.0,1.0,2.0
18658831,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,38.8157,-77.6216,7,True,9.0,8.0,True,8.0,7.0,1.125
97750287,personal,5,2023-12-11,3,2023-12-18,10,7,True,False,38.6665,-77.4248,7,True,9.0,7.0,True,6.0,5.0,1.125
84345271,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.7492,-77.4878,7,True,14.0,12.0,True,2.0,2.0,1.5003750937734435
85018146,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.859,-77.0997,7,True,15.0,13.0,True,1.0,1.0,1.0
56387680,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.8149,-77.121,7,True,14.0,12.0,True,1.0,1.0,1.0
30575611,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.7589,-77.0873,7,True,17.0,15.0,True,2.0,2.0,1.7501875468867216
60436427,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.8177,-77.2925,7,True,14.0,12.0,True,1.0,1.0,1.0
54712848,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,38.7153,-77.7417,7,True,16.0,14.0,True,2.0,2.0,1.5003750937734435
16849071,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,38.7449,-77.237,7,True,24.0,22.0,True,1.0,1.0,2.0
34202490,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,38.6438,-77.3451,7,True,11.0,8.0,True,6.0,5.0,1.0
66458608,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,38.6356,-77.2683,7,True,25.0,22.0,True,1.0,1.0,2.0
82139923,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,39.1501,-78.269,7,False,,,False,,,
90226321,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,38.8177,-77.2925,7,True,24.0,21.0,True,1.0,1.0,2.0
70926162,personal,4,2023-12-14,6,2023-12-28,20,14,True,False,38.8448,-77.467,7,True,20.0,15.0,True,2.0,2.0,1.5003750937734435
96966689,personal,3,2023-12-14,6,2024-01-04,27,21,True,False,38.7894,-77.2818,7,True,21.0,16.0,True,1.0,1.0,2.0
19109947,personal,3,2023-12-15,7,2024-01-05,28,21,True,False,38.8029,-77.2116,7,True,25.0,19.0,True,1.0,1.0,2.0
37020735,personal,4,2023-12-15,7,2023-12-29,21,14,True,False,38.6356,-77.2683,7,True,21.0,15.0,True,1.0,1.0,1.0
62377651,personal,4,2023-12-16,8,2023-12-30,22,14,True,False,38.6356,-77.2683,7,True,19.0,12.0,True,2.0,2.0,1.5003750937734435
45394363,personal,5,2023-12-18,10,2023-12-25,17,7,True,False,39.0142,-77.5285,7,True,17.0,8.0,True,6.0,4.0,1.0
90403848,personal,5,2023-12-20,12,2023-12-27,19,7,True,False,38.6438,-77.3451,7,True,19.0,8.0,True,4.0,3.0,1.0
43229515,personal,2,2023-12-26,18,2024-01-23,46,28,False,True,38.6438,-77.3451,7,True,37.0,20.0,True,1.0,1.0,2.5
38244721,personal,5,2023-12-26,18,2024-01-02,25,7,True,False,38.8776,-77.3885,7,True,25.0,8.0,True,4.0,3.0,1.0
89367750,personal,5,2023-12-17,9,2023-12-24,16,7,True,False,38.9577,-77.6038,7,True,16.0,8.0,True,6.0,6.0,1.0
98153648,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,38.7596,-77.1485,7,True,23.0,21.0,True,1.0,1.0,2.0
50699514,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,38.8157,-77.6216,7,True,22.0,20.0,True,1.0,1.0,2.0
48744339,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,36.8012,-76.423,2,False,,,False,,,
74647694,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,36.7978,-76.1759,30,False,,,False,,,
74333754,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,37.0156,-76.4332,2,True,24.0,22.0,True,1.0,1.0,1.6
44492783,personal,3,2023-12-15,7,2024-01-05,28,21,True,False,36.8586,-76.2686,2,True,21.0,15.0,True,1.0,1.0,1.2
50473912,personal,5,2023-12-17,9,2023-12-24,16,7,True,False,37.1132,-76.5179,2,True,16.0,8.0,True,7.0,6.0,1.125
72197177,personal,3,2023-12-11,3,2024-01-01,24,21,False,True,37.6027,-79.0506,2,True,21.0,19.0,True,1.0,1.0,2.0
54816181,personal,3,2023-12-11,3,2024-01-01,24,21,False,True,38.0936,-78.5611,2,True,23.0,21.0,True,1.0,1.0,2.0
71140260,personal,3,2023-12-30,22,2024-01-20,43,21,True,False,36.743,-79.458,9,True,37.0,16.0,True,2.0,2.0,1.5999999999999996
80382046,personal,4,2023-12-10,2,2023-12-24,16,14,True,False,36.5779,-79.4411,9,True,2.0,1.0,True,2.0,2.0,1.200300075018755
43144184,personal,2,2023-12-09,1,2024-01-06,29,28,False,True,36.3834,-86.4512,0,True,1.0,1.0,True,1.0,1.0,2.5
55698297,personal,3,2023-12-09,1,2023-12-30,22,21,True,False,36.5853,-87.4186,15,True,22.0,22.0,True,1.0,1.0,2.0
15394782,personal,5,2023-12-09,1,2023-12-16,8,7,True,False,36.3834,-86.4512,0,True,7.0,7.0,True,6.0,3.0,1.0
58421234,personal,3,2023-12-09,1,2023-12-30,22,21,True,False,36.3834,-86.4512,0,True,20.0,20.0,True,1.0,1.0,2.0
92775358,personal,5,2023-12-10,2,2023-12-17,9,7,True,False,36.2604,-86.7046,0,True,9.0,8.0,True,8.0,4.0,1.0
46023767,personal,2,2023-12-21,13,2024-01-18,41,28,False,True,36.3054,-86.6072,0,True,36.0,24.0,True,1.0,1.0,2.5
76058214,personal,4,2023-12-10,2,2023-12-24,16,14,True,False,35.4916,-84.3395,12,True,9.0,8.0,True,8.0,2.0,1.0
43018985,personal,1,2023-12-10,2,2024-01-07,30,28,False,True,35.9331,-84.0761,12,True,28.0,27.0,True,1.0,1.0,3.003003003003003
90997564,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.0159,-84.2623,12,True,21.0,19.0,True,1.0,1.0,2.0
73439021,personal,2,2023-12-16,8,2024-01-13,36,28,True,False,35.5002,-85.0135,12,True,28.0,21.0,True,1.0,1.0,2.0
37428079,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,36.0435,-84.04,12,True,16.0,14.0,True,8.0,2.0,1.0
45819546,personal,4,2023-12-12,4,2023-12-26,18,14,True,False,36.1055,-83.946,12,True,18.0,15.0,True,8.0,2.0,1.0
75125571,personal,5,2023-12-21,13,2023-12-28,20,7,True,False,35.2326,-86.0589,20,True,20.0,8.0,True,8.0,1.0,1.0
94636605,personal,3,2023-12-28,20,2024-01-18,41,21,True,False,35.946,-84.0235,12,True,34.0,15.0,True,1.0,1.0,2.0
27360664,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,35.998,-83.9152,12,True,17.0,15.0,True,8.0,2.0,1.0
85163935,personal,2,2023-12-10,2,2024-01-07,30,28,True,False,36.0501,-83.9226,12,True,21.0,20.0,True,1.0,1.0,2.5
39620107,personal,5,2023-12-13,5,2023-12-20,12,7,True,False,38.3045,-85.5815,29,True,12.0,8.0,True,8.0,1.0,1.0
53803182,personal,3,2023-12-19,11,2024-01-09,32,21,True,False,38.3326,-85.461,29,True,19.0,9.0,True,1.0,1.0,2.0
19528147,personal,4,2023-12-13,5,2023-12-27,19,14,True,False,35.251,-90.0296,4,True,19.0,15.0,True,10.0,2.0,1.0
52777855,personal,4,2023-12-14,6,2023-12-28,20,14,True,False,35.2461,-89.0007,25,True,20.0,15.0,True,8.0,3.0,1.0
80881288,business,4,2023-12-11,3,2023-12-25,17,14,True,False,36.2604,-86.7046,0,True,15.0,13.0,True,1.0,1.0,1.0
22854179,business,3,2023-12-11,3,2024-01-01,24,21,True,False,35.4958,-86.0816,0,True,17.0,15.0,True,1.0,1.0,1.199400299850075
54470931,business,3,2023-12-11,3,2024-01-01,24,21,True,False,36.3054,-86.6072,0,True,24.0,22.0,True,1.0,1.0,2.0
45346385,business,3,2023-12-13,5,2024-01-03,26,21,True,False,36.3054,-86.6072,0,True,26.0,22.0,True,1.0,1.0,2.0
49946138,business,3,2023-12-22,14,2024-01-12,35,21,True,False,36.3054,-86.6072,0,True,35.0,22.0,True,1.0,1.0,2.0
48763537,personal,4,2023-12-09,1,2023-12-23,15,14,True,False,36.2195,-86.774,0,True,14.0,14.0,True,2.0,2.0,1.5003750937734435
54502170,personal,3,2023-12-09,1,2023-12-30,22,21,False,True,36.1052,-86.6591,0,True,1.0,1.0,True,1.0,1.0,2.0
79916476,personal,2,2023-12-09,1,2024-01-06,29,28,False,True,36.3054,-86.6072,0,True,1.0,1.0,True,1.0,1.0,2.5
24098320,personal,5,2023-12-09,1,2023-12-16,8,7,True,False,36.2604,-86.7046,0,True,7.0,7.0,True,8.0,4.0,1.0
59111999,personal,5,2023-12-09,1,2023-12-16,8,7,True,False,35.7173,-86.9048,0,True,6.0,6.0,True,5.0,5.0,1.0
35404467,personal,1,2023-12-09,1,2024-01-06,29,28,False,True,36.3834,-86.4512,0,True,1.0,1.0,True,1.0,1.0,3.003003003003003
43901627,personal,1,2023-12-10,2,2024-01-07,30,28,False,True,36.3054,-86.6072,0,True,28.0,27.0,True,1.0,1.0,3.003003003003003
51082650,personal,3,2023-12-10,2,2023-12-31,23,21,True,False,36.2604,-86.7046,0,True,19.0,18.0,True,1.0,1.0,2.0
29535293,personal,2,2023-12-10,2,2024-01-07,30,28,False,True,36.3834,-86.4512,0,True,23.0,22.0,True,1.0,1.0,2.5
10391891,personal,3,2023-12-10,2,2023-12-31,23,21,True,False,36.3834,-86.4512,0,True,21.0,20.0,True,1.0,1.0,2.0
30291491,personal,3,2023-12-10,2,2023-12-31,23,21,True,False,36.3834,-86.4512,0,True,23.0,22.0,True,1.0,1.0,2.0
98389919,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.3054,-86.6072,0,True,22.0,20.0,True,1.0,1.0,2.0
94436633,personal,3,2023-12-11,3,2024-01-01,24,21,False,True,36.3834,-86.4512,0,True,23.0,21.0,True,1.0,1.0,2.0
40228476,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.3834,-86.4512,0,True,21.0,19.0,True,1.0,1.0,2.0
45058397,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.3834,-86.4512,0,True,19.0,17.0,True,1.0,1.0,2.0
89284617,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.3834,-86.4512,0,True,23.0,21.0,True,1.0,1.0,2.0
17022546,personal,3,2023-12-11,3,2024-01-01,24,21,False,True,36.3834,-86.4512,0,True,14.0,12.0,True,1.0,1.0,2.0
89949894,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.3054,-86.6072,0,True,22.0,20.0,True,1.0,1.0,2.0
20775919,personal,2,2023-12-11,3,2024-01-08,31,28,True,False,36.3054,-86.6072,0,True,29.0,27.0,True,1.0,1.0,2.5
32699004,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.3834,-86.4512,0,True,20.0,18.0,True,1.0,1.0,2.0
93775756,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.3834,-86.4512,0,True,22.0,20.0,True,1.0,1.0,2.0
53915976,personal,2,2023-12-11,3,2024-01-08,31,28,True,False,36.2604,-86.7046,0,True,30.0,28.0,True,1.0,1.0,2.5
41832880,personal,2,2023-12-11,3,2024-01-08,31,28,True,False,36.3834,-86.4512,0,True,30.0,28.0,True,1.0,1.0,2.5
56814124,personal,3,2023-12-11,3,2024-01-01,24,21,False,True,36.3054,-86.6072,0,True,23.0,21.0,True,1.0,1.0,2.0
74465705,personal,2,2023-12-11,3,2024-01-08,31,28,False,True,36.3054,-86.6072,0,True,31.0,29.0,True,1.0,1.0,2.5
78858418,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.3834,-86.4512,0,True,22.0,20.0,True,1.0,1.0,2.0
68184818,personal,3,2023-12-11,3,2024-01-01,24,21,False,True,36.3054,-86.6072,0,True,23.0,21.0,True,1.0,1.0,2.0
48169659,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.3054,-86.6072,0,True,23.0,21.0,True,1.0,1.0,2.0
86996734,personal,4,2023-12-11,3,2023-12-25,17,14,True,False,36.3054,-86.6072,0,True,16.0,14.0,True,2.0,2.0,1.5003750937734435
37126672,personal,3,2023-12-11,3,2024-01-01,24,21,False,True,36.2604,-86.7046,0,True,14.0,12.0,True,1.0,1.0,2.0
47273118,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.3054,-86.6072,0,True,22.0,20.0,True,1.0,1.0,2.0
25615616,personal,3,2023-12-11,3,2024-01-01,24,21,True,False,36.3834,-86.4512,0,True,17.0,15.0,True,1.0,1.0,2.0
38491260,personal,5,2023-12-12,4,2023-12-19,11,7,True,False,36.3054,-86.6072,0,True,11.0,8.0,True,4.0,3.0,1.0
39922836,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,36.3834,-86.4512,0,True,25.0,22.0,True,1.0,1.0,2.0
57005518,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,36.3054,-86.6072,0,True,25.0,22.0,True,1.0,1.0,2.0
26054055,personal,3,2023-12-12,4,2024-01-02,25,21,False,True,36.2416,-86.6117,0,True,23.0,20.0,True,1.0,1.0,2.0
94797444,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,36.3834,-86.4512,0,True,25.0,22.0,True,1.0,1.0,2.0
44297641,personal,3,2023-12-12,4,2024-01-02,25,21,True,False,36.3806,-86.3107,0,True,25.0,22.0,True,1.0,1.0,2.0
68938414,personal,3,2023-12-13,5,2024-01-03,26,21,True,False,36.3054,-86.6072,0,True,26.0,22.0,True,1.0,1.0,2.0
25554645,personal,4,2023-12-13,5,2023-12-27,19,14,True,False,36.1897,-86.5023,0,True,18.0,14.0,True,1.0,1.0,1.0
95199437,personal,5,2023-12-13,5,2023-12-20,12,7,True,False,36.3834,-86.4512,0,True,12.0,8.0,True,6.0,5.0,1.0
37996477,personal,3,2023-12-13,5,2024-01-03,26,21,True,False,36.3834,-86.4512,0,True,26.0,22.0,True,1.0,1.0,2.0
26978722,personal,3,2023-12-13,5,2024-01-03,26,21,True,False,36.2604,-86.7046,0,True,25.0,21.0,True,1.0,1.0,2.0
99656328,personal,3,2023-12-13,5,2024-01-03,26,21,True,False,35.9121,-86.7655,0,True,26.0,22.0,True,1.0,1.0,2.0
84574331,personal,3,2023-12-13,5,2024-01-03,26,21,False,True,36.5853,-87.4186,15,True,25.0,21.0,True,1.0,1.0,1.4992503748125936
20865042,personal,3,2023-12-14,6,2024-01-04,27,21,True,False,36.3054,-86.6072,0,True,27.0,22.0,True,1.0,1.0,2.0
